lipids,pvalues
Sphingomyelin C22,0.698327437
Sphingomyelin C24:1,0.751829341
Sphingomyelin C24,0.668272683
Sphingomyelin C26:1,0.696406692
Sphingomyelin C26,0.742208112
DHSphingomyelin C16 ,0.937390293
DHSphingomyelin C18,0.807942774
DHSphingomyelin C20,0.775510942
DHSphingomyelin C22,0.968373556
DHSphingomyelin C24:1,0.924638343
DHSphingomyelin C24,0.874546318
DHSphingomyelin C26:1,0.581009899
DHSphingomyelin C26,0.87416956
Cholesterol,0.842759609
Desmosterol,0.148570693
Lanosterol,0.002741915
7-dehydro-cholesterol,0.989657908
22R-hydroxy-cholesterol,0.228654224
24-25-epoxy-cholesterol,0.345226239
25-hydroxy-cholesterol,0.789773543
27-hydroxy-cholesterol,0.904162432
4b-hydroxy-cholesterol,0.579951037
6a-hydroxy-cholestanol,0.810499693
7-oxo-cholesterol,0.016548443
7a-hydroxy-cholesterol,0.241532839
Cholestenone,0.306926711
